question_id,poll_id,state,politician_id,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no
121709,65818,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,4429,a,a,Online,4/15/2020,4/21/2020,,,4/21/2020 17:27,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/2020_reuters_tracking_-_core_political_coronavirus_tracker_04_22_2020_0.pdf,538,42,52
121730,65818,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,3806,rv,rv,Online,4/15/2020,4/21/2020,,,4/22/2020 11:12,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/2020_reuters_tracking_-_core_political_coronavirus_tracker_04_22_2020_0.pdf,538,43,54
122006,65896,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,964,a,a,Online,4/14/2020,4/21/2020,,TRUE,4/23/2020 12:28,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-23-2020,538,44.9,55
122007,65896,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,829,lv,lv,Online,4/14/2020,4/21/2020,,TRUE,4/23/2020 12:28,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-23-2020,538,47,53
121708,65817,,11,Donald Trump,1416,Harris Insights & Analytics,960,Hill.TV,HarrisX,133,Harris Insights & Analytics,C,958,rv,rv,Online,4/19/2020,4/20/2020,,,4/21/2020 16:20,,https://thehill.com/hilltv/what-americas-thinking/493969-poll-voters-give-trump-high-marks-on-economy-jobs-amid-economic,538,50,50
121619,65787,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/18/2020,4/20/2020,,,4/20/2020 12:59,,https://docs.cdn.yougov.com/bfgckqxxt9/tabs_Trump_Tweets_20200418.pdf,538,44,51
121620,65787,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,749,rv,rv,Online,4/18/2020,4/20/2020,,,4/20/2020 12:59,,https://docs.cdn.yougov.com/bfgckqxxt9/tabs_Trump_Tweets_20200418.pdf,538,45,54
121689,65815,,11,Donald Trump,23,American Research Group,,,American Research Group,9,American Research Group,B,1100,a,a,Live Phone,4/17/2020,4/20/2020,,,4/21/2020 9:09,,https://americanresearchgroup.com/economy/,538,41,55
121690,65815,,11,Donald Trump,23,American Research Group,,,American Research Group,9,American Research Group,B,990,rv,rv,Live Phone,4/17/2020,4/20/2020,,,4/21/2020 9:09,,https://americanresearchgroup.com/economy/,538,41,55
121691,65816,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/16/2020,4/20/2020,,TRUE,4/21/2020 9:27,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,44,55
121790,65842,,11,Donald Trump,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,1057,a,a,Live Phone/Online,4/16/2020,4/20/2020,,,4/22/2020 14:03,,http://www.apnorc.org/projects/Documents/4_22_20_govt_topline.pdf,538,42,57
121887,65860,,11,Donald Trump,294,McLaughlin & Associates,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,4/16/2020,4/20/2020,,,4/22/2020 15:49,,https://mclaughlinonline.com/pols/wp-content/uploads/2020/04/April-National-Monthly-RELEASE-4.pdf,538,48,51
122048,65899,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,4400,a,a,Online,4/16/2020,4/20/2020,,,4/23/2020 12:48,,https://morningconsult.com/wp-content/uploads/2020/04/200461_crosstabs_CONTENT_SPORTS_BETTING_Adults_v2_STACKED_JB.pdf,538,44,51
121683,65812,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1006,rv,rv,Online,4/15/2020,4/20/2020,,TRUE,4/21/2020 6:20,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.20.20.pdf,538,44,54
122118,65922,,11,Donald Trump,1486,Climate Nexus,,,Climate Nexus,506,Climate Nexus,,1917,rv,rv,Online,4/19/2020,4/19/2020,,,4/27/2020 8:01,,https://climatenexus.org/wp-content/uploads/2015/09/Coronavirus-National-Poll-Toplines-and-Crosstabs-FINAL.pdf,538,45,52
121712,65820,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,1991,rv,rv,Online,4/18/2020,4/19/2020,,,4/22/2020 6:09,,https://morningconsult.com/wp-content/uploads/2020/04/200456_crosstabs_POLITICO_RVs_v2_JB.pdf,538,44,51
121617,65786,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/17/2020,4/19/2020,,,4/20/2020 12:11,,https://docs.cdn.yougov.com/32311qtqi8/tabs_Trump_Tweets_20200417.pdf,538,44,51
121618,65786,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,720,rv,rv,Online,4/17/2020,4/19/2020,,,4/20/2020 12:11,,https://docs.cdn.yougov.com/32311qtqi8/tabs_Trump_Tweets_20200417.pdf,538,45,53
121623,65788,,11,Donald Trump,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B,1597,a,a,Online,4/17/2020,4/19/2020,,,4/20/2020 13:39,,https://docs.cdn.yougov.com/ay5n1krq0m/20200419_yahoo_coronavirus_toplines.pdf,538,45,49
121624,65789,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,1995,rv,rv,Online,4/17/2020,4/19/2020,,,4/20/2020 13:48,,https://morningconsult.com/wp-content/uploads/2020/04/200451_crosstabs_CORONAVIRUS_CONTENT_RVs_v2_JB-1.pdf,538,44,53
121707,65789,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/17/2020,4/19/2020,,,4/21/2020 15:21,,https://morningconsult.com/wp-content/uploads/2020/04/200451_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,538,44,51
121612,65783,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/15/2020,4/19/2020,,TRUE,4/20/2020 9:26,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,46,53
121716,65821,,11,Donald Trump,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,1178,lv,lv,Online,4/17/2020,4/18/2020,,,4/22/2020 6:29,,https://www.changeresearch.com/post/states-of-play-battleground-wave-3,538,45,55
121615,65785,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/16/2020,4/18/2020,,,4/20/2020 12:05,,https://docs.cdn.yougov.com/uj64x3rf45/tabs_Trump_Tweets_20200416.pdf,538,44,51
121616,65785,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,734,rv,rv,Online,4/16/2020,4/18/2020,,,4/20/2020 12:05,,https://docs.cdn.yougov.com/uj64x3rf45/tabs_Trump_Tweets_20200416.pdf,538,44,53
121626,65791,,11,Donald Trump,1189,Morning Consult,1086,Hollywood Reporter,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/16/2020,4/18/2020,,,4/20/2020 14:27,,https://morningconsult.com/wp-content/uploads/2020/04/200454_crosstabs_HOLLYWOOD_Adults_v1_AUTO.pdf,538,43,52
122144,65791,,11,Donald Trump,1189,Morning Consult,1086,Hollywood Reporter,Morning Consult,218,Morning Consult,B/C,4400,a,a,Online,4/16/2020,4/18/2020,,,4/28/2020 13:04,,https://morningconsult.com/wp-content/uploads/2020/04/200454_topline_MISSABILITY_Adults_v2_STACKED_JB.pdf,538,43,52
121628,65792,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,870,a,a,Online,4/11/2020,4/18/2020,,TRUE,4/20/2020 15:31,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-20-2020,538,43.7,56.3
121629,65792,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,745,lv,lv,Online,4/11/2020,4/18/2020,,TRUE,4/20/2020 15:31,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-20-2020,538,45.6,54.4
121613,65784,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/15/2020,4/17/2020,,,4/20/2020 11:06,,https://docs.cdn.yougov.com/ngr7x045yn/tabs_Trump_Tweets_20200415.pdf,538,43,51
121614,65784,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,743,rv,rv,Online,4/15/2020,4/17/2020,,,4/20/2020 11:06,,https://docs.cdn.yougov.com/ngr7x045yn/tabs_Trump_Tweets_20200415.pdf,538,45,55
121601,65778,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,997,rv,rv,Online,4/14/2020,4/17/2020,,TRUE,4/18/2020 7:00,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.17.20.pdf,538,43,55
121574,65766,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/14/2020,4/16/2020,,,4/16/2020 13:22,,https://morningconsult.com/wp-content/uploads/2020/04/200445_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,538,42,54
121591,65773,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,1992,rv,rv,Online,4/14/2020,4/16/2020,,,4/16/2020 15:58,,https://morningconsult.com/wp-content/uploads/2020/04/200444_crosstabs_AMASH_RVs_v1_JB.pdf,538,43,54
121594,65774,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/14/2020,4/16/2020,,,4/16/2020 17:13,,https://docs.cdn.yougov.com/5bycpi03tb/tabs_Trump_Tweets_20200414.pdf,538,42,53
121595,65774,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,749,rv,rv,Online,4/14/2020,4/16/2020,,,4/16/2020 17:13,,https://docs.cdn.yougov.com/5bycpi03tb/tabs_Trump_Tweets_20200414.pdf,538,46,53
121599,65777,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/14/2020,4/16/2020,,TRUE,4/17/2020 9:26,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,46,53
121603,65780,,11,Donald Trump,1508,Harris Insights & Analytics,763,Harvard,Harris Poll,133,Harris Insights & Analytics,C,2394,rv,rv,Online,4/14/2020,4/16/2020,,,4/18/2020 17:30,,https://harvardharrispoll.com/wp-content/uploads/2020/04/j17063-QHHP041220-PostWtd-Ban0-Sec1-Filtered-16-apr-2020.pdf,538,49,51
121598,65776,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1011,rv,rv,Online,4/13/2020,4/16/2020,,TRUE,4/17/2020 6:41,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.16.20.pdf,538,44,54
121568,65762,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/13/2020,4/15/2020,,TRUE,4/16/2020 9:26,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,46,53
121583,65771,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/13/2020,4/15/2020,,,4/16/2020 15:20,,https://docs.cdn.yougov.com/d23o0y6afi/tabs_Trump_Tweets_20200413.pdf,538,46,49
121584,65771,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,719,rv,rv,Online,4/13/2020,4/15/2020,,,4/16/2020 15:20,,https://docs.cdn.yougov.com/d23o0y6afi/tabs_Trump_Tweets_20200413.pdf,538,45,53
121596,65775,,11,Donald Trump,1365,Change Research,,,Change Research,48,Change Research,C-,1349,lv,lv,Online,4/13/2020,4/15/2020,,,4/16/2020 17:37,,https://www.changeresearch.com/post/national-poll-on-coronavirus-april,538,44,56
121607,65781,,11,Donald Trump,335,NBC News/The Wall Street Journal,,,NBC News/The Wall Street Journal,221,NBC News/The Wall Street Journal,A-,900,rv,rv,Live Phone,4/13/2020,4/15/2020,,,4/19/2020 8:57,,https://www.documentcloud.org/documents/6842659-200203-NBCWSJ-April-Poll-4-19-20-Release.html,538,46,51
121562,65759,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1015,rv,rv,Online,4/10/2020,4/15/2020,,TRUE,4/16/2020 6:40,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.15.20.pdf,538,46,53
122099,65912,,11,Donald Trump,1559,Opinium,,,Opinium,559,Opinium,,2000,a,a,Online,4/9/2020,4/15/2020,,,4/24/2020 11:36,,https://www.opinium.co.uk/reactions-to-the-us-governments-handling-of-coronavirus/,538,43,46
125425,67119,,11,Donald Trump,1572,UCLA Nationscape,,,Democracy Fund + UCLA Nationscape,571,UCLA Nationscape,,6118,a,a,Online,4/9/2020,4/15/2020,,,7/17/2020 9:44,,https://www.usatoday.com/story/news/politics/elections/2020/07/17/trump-approval-rating-race-relations-rating-drop-amid-covid-19-survey-shows/5444310002/,538,46,50
121555,65750,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1111,a,a,Online,4/13/2020,4/14/2020,,,4/15/2020 9:54,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/2020_reuters_tracking_-_core_political_coronavirus_tracker_04_15_2020_0.pdf,538,45,51
121556,65750,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,937,rv,rv,Online,4/13/2020,4/14/2020,,,4/15/2020 9:54,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/2020_reuters_tracking_-_core_political_coronavirus_tracker_04_15_2020_0.pdf,538,46,51
121531,65749,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/12/2020,4/14/2020,,,4/14/2020 14:10,,https://docs.cdn.yougov.com/r3jaxa3owe/tabs_Trump_Tweets_20200412.pdf,538,46,51
121532,65749,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,766,rv,rv,Online,4/12/2020,4/14/2020,,,4/14/2020 14:10,,https://docs.cdn.yougov.com/r3jaxa3owe/tabs_Trump_Tweets_20200412.pdf,538,45,53
121543,65756,,11,Donald Trump,568,YouGov,352,Economist,YouGov,391,YouGov,B,1500,a,a,Online,4/12/2020,4/14/2020,,,4/15/2020 9:11,,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf,538,46,48
121544,65756,,11,Donald Trump,568,YouGov,352,Economist,YouGov,391,YouGov,B,1166,rv,rv,Online,4/12/2020,4/14/2020,,,4/15/2020 9:11,,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf,538,45,53
121554,65757,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/12/2020,4/14/2020,,TRUE,4/15/2020 9:26,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,45,54
121541,65755,,11,Donald Trump,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B/C,1600,a,a,Online,4/11/2020,4/14/2020,,,4/15/2020 8:14,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_04_p837y2s.pdf,538,44,53
126493,67609,,11,Donald Trump,204,Garin-Hart-Yang Research Group,304,Center for American Progress Action Fund,Hart Research Associates,113,Garin-Hart-Yang Research Group,B/C,1004,rv,rv,Online,4/10/2020,4/14/2020,,,7/22/2020 9:11,,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/07/22050052/E-12792c-CAPAF-WEBSITE-FINAL.pdf,538,47,53
121537,65752,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1003,rv,rv,Online,4/9/2020,4/14/2020,,TRUE,4/15/2020 6:42,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.14.20.pdf,538,47,51
121585,65772,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,857,a,a,Online,4/7/2020,4/14/2020,,TRUE,4/16/2020 15:47,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-16-2020,538,41.6,58.4
121586,65772,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,732,lv,lv,Online,4/7/2020,4/14/2020,,TRUE,4/16/2020 15:47,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-16-2020,538,45.9,54.1
121573,65765,,11,Donald Trump,169,Gallup,,,Gallup,112,Gallup,B,1017,a,a,Live Phone,4/1/2020,4/14/2020,,,4/16/2020 13:18,,https://news.gallup.com/poll/308675/trump-job-rating-slides-satisfaction-tumbles.aspx,Gallup,43,54
121494,65732,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/11/2020,4/13/2020,,,4/13/2020 13:11,,https://docs.cdn.yougov.com/y91oxx6cda/tabs_Trump_Tweets_20200411.pdf,538,44,51
121495,65732,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,759,rv,rv,Online,4/11/2020,4/13/2020,,,4/13/2020 13:11,,https://docs.cdn.yougov.com/y91oxx6cda/tabs_Trump_Tweets_20200411.pdf,538,44,54
121519,65739,,11,Donald Trump,1416,Harris Insights & Analytics,960,Hill.TV,HarrisX,133,Harris Insights & Analytics,C,2854,rv,rv,Online,4/10/2020,4/13/2020,,,4/13/2020 19:05,,https://thehill.com/hilltv/what-americas-thinking/492603-poll-trump-approval-remains-steady-at-48-percent,538,48,52
121528,65746,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/9/2020,4/13/2020,,TRUE,4/14/2020 9:27,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,44,55
121521,65741,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1006,rv,rv,Online,4/8/2020,4/13/2020,,TRUE,4/14/2020 6:32,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.13.20.pdf,538,46,52
121491,65730,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/10/2020,4/12/2020,,,4/13/2020 12:07,,https://docs.cdn.yougov.com/olq9cv0vhy/tabs_Trump_Tweets_20200410.pdf,538,45,50
121492,65730,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,733,rv,rv,Online,4/10/2020,4/12/2020,,,4/13/2020 12:08,,https://docs.cdn.yougov.com/olq9cv0vhy/tabs_Trump_Tweets_20200410.pdf,538,44,54
121493,65731,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/10/2020,4/12/2020,,,4/13/2020 13:03,,https://morningconsult.com/wp-content/uploads/2020/04/200430_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,538,43,53
121506,65731,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,1987,rv,rv,Online,4/10/2020,4/12/2020,,,4/13/2020 15:23,,https://morningconsult.com/wp-content/uploads/2020/04/200430_crosstabs_CORONAVIRUS_CONTENT_RVs_v2_JB.pdf,538,43,54
121534,65751,,11,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B/C,1990,rv,rv,Online,4/10/2020,4/12/2020,,,4/14/2020 19:15,,https://morningconsult.com/wp-content/uploads/2020/04/200436_crosstabs_POLITICO_RVs_v2_JB.pdf,538,45,52
121490,65729,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/8/2020,4/12/2020,,TRUE,4/13/2020 9:29,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,43,56
121581,65769,,11,Donald Trump,370,Pew Research Center,,,Pew Research Center,253,Pew Research Center,B/C,4917,a,a,Online,4/7/2020,4/12/2020,,,4/16/2020 15:13,,https://www.people-press.org/2020/04/16/most-americans-say-trump-was-too-slow-in-initial-response-to-coronavirus-threat/,538,44,53
121487,65727,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/9/2020,4/11/2020,,,4/12/2020 20:12,,https://docs.cdn.yougov.com/ppndbs5ycd/tabs_Trump_Tweets_20200409.pdf,538,43,50
121488,65727,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,722,rv,rv,Online,4/9/2020,4/11/2020,,,4/12/2020 20:12,,https://docs.cdn.yougov.com/ppndbs5ycd/tabs_Trump_Tweets_20200409.pdf,538,43,54
121788,65840,,11,Donald Trump,1189,Morning Consult,1086,Hollywood Reporter,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/9/2020,4/11/2020,,,4/22/2020 13:37,,https://morningconsult.com/wp-content/uploads/2020/04/200428_crosstabs_HOLLYWOOD_Adults_v1_AUTO.pdf,538,42,53
121529,65747,,11,Donald Trump,1408,TargetSmart/William & Mary,,,TargetSmart,332,TargetSmart/William & Mary,B/C,1200,rv,rv,Live Phone/Online,4/8/2020,4/11/2020,,,4/14/2020 10:31,,https://insights.targetsmart.com/Analysis/covid_national_survey_april_2020/covid_toplines.pdf,538,45,51
121474,65722,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,1997,rv,rv,Online,4/9/2020,4/10/2020,,,4/10/2020 18:17,,https://morningconsult.com/wp-content/uploads/2020/04/200419_crosstabs_COVID_VOTING_RVs_v2.pdf,538,43,53
123576,66373,,11,Donald Trump,1189,Morning Consult,134,New York Times,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/9/2020,4/10/2020,,,5/19/2020 18:14,,https://assets.morningconsult.com/wp-uploads/2020/05/19175645/200424_crosstabs_NYT_Adults_v5_JB.pdf,538,40,54
121470,65720,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/8/2020,4/10/2020,,,4/10/2020 14:11,,https://docs.cdn.yougov.com/dz4fseogm9/tabs_Trump_Tweets_20200408.pdf,538,47,49
121471,65720,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,787,rv,rv,Online,4/8/2020,4/10/2020,,,4/10/2020 14:11,,https://docs.cdn.yougov.com/dz4fseogm9/tabs_Trump_Tweets_20200408.pdf,538,47,51
121475,65723,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1005,rv,rv,Online,4/7/2020,4/10/2020,,TRUE,4/11/2020 7:48,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.10.20.pdf,538,46,51
127260,67960,,11,Donald Trump,178,Global Strategy Group,973,314 Action,Global Strategy Group,118,Global Strategy Group,B/C,501,lv,lv,Online,4/6/2020,4/10/2020,,,8/7/2020 13:47,,https://314actionfund.org/wp-content/uploads/2020/05/314-Action-Coronavirus-Online-Survey-Topline.pdf,538,45,53
121500,65736,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,947,a,a,Online,4/4/2020,4/10/2020,,TRUE,4/13/2020 14:46,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,538,43.1,57
121501,65736,,11,Donald Trump,1483,Optimus,,,Firehouse Strategies/Øptimus,245,Optimus,B/C,814,lv,lv,Online,4/4/2020,4/10/2020,,TRUE,4/13/2020 14:46,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,538,48.2,51.8
121467,65717,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,4/7/2020,4/9/2020,,TRUE,4/10/2020 9:26,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,43,56
121468,65718,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,4/7/2020,4/9/2020,,,4/10/2020 12:02,,https://morningconsult.com/wp-content/uploads/2020/04/200415_crosstabs_CONTENT_CORONAVIRUS_Adults_v2_JB.pdf,538,44,52
121472,65721,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/7/2020,4/9/2020,,,4/10/2020 14:12,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d56cp87ail/tabs_Trump_Tweets_20200407.pdf,538,43,51
121473,65721,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,750,rv,rv,Online,4/7/2020,4/9/2020,,,4/10/2020 14:12,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d56cp87ail/tabs_Trump_Tweets_20200407.pdf,538,44,54
121466,65716,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1018,rv,rv,Online,4/5/2020,4/9/2020,,TRUE,4/10/2020 6:43,,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.09.20.pdf,538,46,52
121415,65696,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,4/6/2020,4/8/2020,,,4/9/2020 6:46,,https://docs.cdn.yougov.com/38z7i3o4q3/tabs_Trump_Tweets_20200406.pdf,538,42,51
121416,65696,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,775,rv,rv,Online,4/6/2020,4/8/2020,,,4/9/2020 6:46,,https://docs.cdn.yougov.com/38z7i3o4q3/tabs_Trump_Tweets_20200406.pdf,538,43,53
